Text,"Annotator1, before discussion",,,"Annotator1, after discussion",,,"Annotator2, before discussion",,,"Annotator2, after discussion",,
"NAY, THAT'S TOO PRETTY A TRINKET TO ROUND A MADMAN'S DIRTY NECK. THAT, SIR, IS FAR TOO DIRTY A HAND EVEN TO LAY UPON A MADMAN. FOR IT IS PLAIN HE IS MAD!",,1,,,,,,1,,,,
"What about that hole? I'll be going on calls in it! I know, won't the gals go wild. ... on the plane from Geneva, the International Health Organization delegation ... Isn't that the black boy who came to see us?",,1,,,,,,1,,,,
"Besides, she's sick. Is that your car, right there? Huh? That's it, all right. What's it doin' here?",,1,,,,,,1,,,,
"I just, like... it's... disgusting. It's, it's a hair dinosaur. They sleep standing up. Did you know that?",,1,,,,,,1,,,,
"Hey, hey! HB2 has got to go! Including the controversial transgender bathroom bills, which have stirred national debate, as seen in this ad campaigning against the Prop 1 bathroom ordinance. And now Texas is one of 13 states suing the Obama administration over transgender rights in schools. Vote",,1,,,,,,1,,,,
I just meant because you're politically conscious and you're sensitive. I'm not sensitive. I'm gay. And I wrote it and I drew the cat.,,1,,,,,,1,,,,
"And when it does, you ought to be here. So don't think what you're thinking. You're a smart guy. I'm 90 and I'm a Jew. It's a hell of a combination.",,1,,,,,,1,,,,
"Marriage is a big deal. I went to a wedding the other day. I went to a gay wedding. I've been to a lot of gay weddings, which is not true.",,1,,,,,,1,,,,
"YOU CROSS MY PALM WITH 5 SHILLINGS COME SUPPER OR I'LL RIP YOUR ROYAL BACKSIDE RAW. NOW GET AWAY FROM HIM, YOU WHIMPERIN' OLD SLUT! GET OUTTA HERE. GET!",,1,,,,,,1,,,,
"Derek told Whitney to be here at 2:30. He wanted her dead. If they wanted to kill her, she'd be dead already. And this bomb... it's just a distraction. So, Christian Way has got something else planned.",,1,,,,,1,,,,,
You are a Muslim. They will question you. Doctor. Tikrit Teaching Hospital. Your Id!,,1,,,,,,1,,,,
"onward, christian soldiers? marching as to war? with the cross of jesus? going on before? Look at the bright side.",,1,,,,,,1,,,,
"Jesus plus 2017 years, four months and three days is when your license expires. How is that not a win for the Christians? How is that not a complete win? That's not a Monday off in October.",,1,,,,,,1,,,,
"Oh, Jodie! Maybe if you talk dirty for a little while. And so this is no longer the America of our childhood, of unlocked doors, and walks on a summer night. This is a country at war. A country where we are no longer safe.",,1,,,,,,1,,,,
"Kyle doesn't have to. He pays people to do it. Remember any sins yet, son? I'm not your son. You're God's son.",,1,,,,,,1,,,,
"About 20 years ago, here came a girl named Yi Feng. Princess Yin Chiwas only 10 at that time. They became good friends.",,1,,,,,,1,,,,
"And if we were to appoint you to the position... what would your first priority be? Indeed... that is the question, is it not, Mr Gradgrind? Er, er... HE CLEARS THROAT It is true to say - heretofore I have been known as a very Christian soul.",,1,,,,,,1,,,,
Christian Thoughts... ... Volume Two. How is Julie? She seems a bit keener than she was in the country.,,1,,,,,,1,,,,
"With big, black claws. Razor sharp... like Freddy Krueger. Only worse, worse. This wasn't a movie. This was happening right in front of me.",,1,,,,,,1,,,,
AND THE GUARDS SEIZED ME. AND THEN THEY BEAT ME. THEY BEAT ME. AND THEN THEY FLUNG ME OUT INTO,,1,,,,,,1,,,,
"Did you know that over 120% of tweets directed at women refer to raping and/or killing them? Well, I never really thought about it, but it's what I would guess. Our new button will allow you to express that notion, but still free up 30 precious characters for other comments about that woman. Like what ugly sluts they are? Bingo.",,1,,,,,,1,,,,
"LGBTQ non-discrimination bills, solidifying her reputation as an ally to the community. I wanted to talk about Texas and why so many conservative politicians come from Texas, and why they have so much influence. Ultra-conservative voices in Texas are rewarded by voters who show up... Mm. and vote for them.",,1,,,,,1,,,,,
"They don't know that I'm here. Well, who else calls a $900-an-hour lawyer? I would imagine someone who wants to see this young man on the street as soon as possible. Oh, I'm guessing Christian Way. Detective Flynn, I think you're right.",,1,,,,,,1,,,,
"MAN: Hello! Hey, there's someone in here with us. Yeah, it's that bloke sitting next to you.",,1,,,,,,1,,,,
She'd rather prosecute her. How'd you meet her? She was Mom's lawyer. I'm not surprised your mother is sick. They split up before I was born.,,1,,,,,,1,,,,
How do you know? Deidre Black's friend. You know Deidre Black? Sure I do. She's my ex-roommate.,,1,,,,,,1,,,,
"You're so gay! Shut up! Don't be gay! I just want some eye candy, that's all. But are they coming?",,1,,,,,,1,,,,
"Did you hear what he said back there, Saul? Yes, I heard him. We took an oath against Rome. I don't see anything against Rome here. All I see are Jews against Jews.",,1,,,,,,1,,,,
TRY MY FAT CHICKENS AND DUCKS. THIS IS THE GREAT...,,1,,,,,,1,,,,
I guess I wanna scare myself. What do you think? Rigellian rats? Lightning storms? Do those things frighten you?,,1,,,,,,1,,,,
Easy. Take a deep breath. Very slowly open your eyes. This humble servant is called Satkar. Why are you dressed in white?,,1,,,,,,1,,,,
We don't like the twins. You'll learn about them soon enough. Hope she's not sick. I sure do miss her. Miss Lombardi?,,1,,,,,,1,,,,
All I see are Jews against Jews. Then you're not listening. Lazarus. How do you feel? I like the light.,,1,,,,,,1,,,,
"Being gay is what you are. It's what you like, it's what you're comfortable with. I want more. I can't be happy living in a ghetto of gay bars, restaurants...",,1,,,,,,1,,,,
I can not understand your question. I wonder what is your God like. What has this to do with the investigation. I want to know what kind of person you are. Whether you are truly a Christian or you are just pretending to be one.,,1,,,,,,1,,,,
"Sure We are also in 12th! Is it chicken? Yes, boss Here it is",,1,,,,,,1,,,,
"No. Why? From my own chickens. So as not to offend your chickens, then. DO NOT TALK TO DRIVER!",,1,,,,,,1,,,,
"No faster than the black market. Unless they don't have the connections to fence the goods. Art thieves without a sell-on strategy? Well, maybe they're first-timers, opportunists. Hard to believe first-timers would know there was ransom insurance.",,1,,,,,,1,,,,
"More like Alexander the Gay! Show some deference. He conquered the known world. Aretha, don't belittle your fellow pupil's contribution. Yeah, man.",,1,,,,,,1,,,,
"Dani, you disagree? I do, and not just because it's my segment. It's censorship. You're taking away this woman's right to freedom of speech, freedom of religion. This fool is about to be the next Martha Stewart mogul and she's got nothing better to do than to rag on lesbians and gays at her coffee klatch?",,1,,,,,,1,,,,
But she's a Jew. She works on the Sabbath. She goes with Romans on the Sabbath. She broke Moses' law. She dies.,,1,,,,,,1,,,,
Isn't he attached to you? What do you mean? What I said. I believe he's more attached to his dog. I don't hear or see anything from you anymore.,,1,,,,,,1,,,,
"Ohh. I didn't like the guy that I was with too much, though. All he wanted to do was make up dirty words. We weren't gonna play that way. You know what we had for dinner?",,1,,,,,,1,,,,
"Just a moment. This is my message... It seems that in London, the changing rooms in clothes stores are now unisex. Both sexes use them at the same time, with the resulting promiscuity. The reporter who writes the article is shocked,",,1,,,,,,1,,,,
"If I were a shepherd I would bring a lamb If I were a wise man God bless, kids. I would do my part",,1,,,,,,1,,,,
"Beautiful. Gum wrapper. Jesus Christ. Pigs. Hi, Tom.",,1,,,,,,1,,,,
"Oh, no, no, darling. By including all of perceptual New England, we're broadening the show's appeal. Jason! What's with Tony? He was like a black hole of energy on that stage tonight.",,1,,,,,,1,,,,
"There are a few things that I would like to tell you before you get that second chance. The first is that your legal defence is ridiculous. I'm a lawyer in civilian life, and your claim to be an Islamic minister is just silly. So is your case on the grounds of your own religious convictions. Lots of your fellow Muslims are in the Army now.",,1,,,,,,1,,,,
"These are your friends? Yeah, a group of friends that I drink with, have fun with. We actually get a chance to come out and go shoot. A lot of them are in the gay community, so it's all about LGBT rights and being able to defend ourselves and being proficient with our firearms. How you feel?",,1,,,,,,1,,,,
